"Target String","URL Safe String","Name","Disclosure","Type"
".com",".com","","<p><sup>1</sup>All loans, lines of credit and other financing are subject to credit approval. City National Bank residential mortgages and home equity lines of credit are not available in all states and are subject to other terms and conditions. Please ask us for more information about the states in which City National Bank lends. Banking products and services are provided by City National Bank, an affiliate of RBC Wealth Management, a division of RBC Capital Markets, LLC, Member NYSE/ FINRA/SIPC and are subject to City National Bank&rsquo;s terms and conditions. Products and services offered through City National Bank are not insured by SIPC.</p>

<p>RBC Wealth Management employees may receive compensation from RBC for referring customers to City National Bank.</p>

<p>CNB MEMBER FDIC cnb.com&nbsp;Equal Housing Lender, NMLSR #536994﻿</p>

<p><strong><img alt="""" src=""/documents/10192/0/5204_icon.jpg/72218622-a768-4954-809a-f66063ea6df5?t=1504214792809"" style=""width: 51px; height: 60px;"" />​​​​​​​</strong></p>
","CUSTOM"
".com",".com","","<p><sup>1</sup> Visa Personal Credit Cards are issued and subject to credit approval by City National Bank, an affiliate of RBC Capital Markets, LLC. For more information on City National Bank Visa personal credit cards, visit <a href=""http://www.cnb.com/"">www.cnb.com</a>.</p>

<p><sup>2</sup> Features and benefits are subject to change at any time without notice.</p>

<p><sup>3</sup> For more information on the City National Rewards program, visit<a href=""http://www.cnb.com/rewards""> www.cnb.com/rewards</a>.</p>

<p>*Rated &ldquo;four out of five stars&rdquo; (on a scale of zero to five, with five stars being the strongest) by Bauer Financial (bauerfinancial.com), an independent bank-scoring service. (Current through January 2016).</p>

<p>** Each year Greenwich Associates evaluates more than 750 banks. Results are based on interviews of more than 25,000 executives at small and mid-sized businesses with sales of $1 million to $500 million. No Greenwich Excellence Awards in CNB&rsquo;s business banking categories were made in 2006.</p>

<p>Apple and the Apple logo are trademarks of Apple Inc., registered in the U.S. and other countries. Apple Pay is a trademark of Apple Inc.</p>

<p>Visa and Visa Infinite are registered trademarks of Visa International Service Association.</p>

<p>Products and services offered through City National Bank are not insured by SIPC.</p>

<p>City National Bank MEMBER FDIC. Banking products and services are offered or issued by City National Bank, an affiliate of RBC Wealth Management, and are subject to City National Bank&rsquo;s terms and conditions. Obtain more information about this financial advisor on FINRA&rsquo;s BrokerC</p>
","CUSTOM"
".com",".com","","<p><sup>1</sup> Visa Personal Credit Cards are issued and subject to credit approval by City National Bank, an affiliate of RBC Capital Markets, LLC. For more information on City National Bank Visa personal credit cards, visit <a href=""http://www.cnb.com/"">www.cnb.com</a>.</p>

<p><sup>2</sup> Features and benefits are subject to change at any time without notice.</p>

<p><sup>3</sup> For more information on the City National Rewards program, visit<a href=""http://www.cnb.com/rewards""> www.cnb.com/rewards</a>.</p>

<p>*Rated &ldquo;four out of five stars&rdquo; (on a scale of zero to five, with five stars being the strongest) by Bauer Financial (bauerfinancial.com), an independent bank-scoring service. (Current through January 2016).</p>

<p>** Each year Greenwich Associates evaluates more than 750 banks. Results are based on interviews of more than 25,000 executives at small and mid-sized businesses with sales of $1 million to $500 million. No Greenwich Excellence Awards in CNB&rsquo;s business banking categories were made in 2006.</p>

<p>Apple and the Apple logo are trademarks of Apple Inc., registered in the U.S. and other countries. Apple Pay is a trademark of Apple Inc.</p>

<p>Visa and Visa Infinite are registered trademarks of Visa International Service Association.</p>

<p>Products and services offered through City National Bank are not insured by SIPC.</p>

<p>City National Bank MEMBER FDIC. Banking products and services are offered or issued by City National Bank, an affiliate of RBC Wealth Management, and are subject to City National Bank&rsquo;s terms and conditions. Obtain more information about this financial advisor on FINRA&rsquo;s BrokerC</p>","CUSTOM"
".com",".com","","<p class=""subcopygray"" style=""margin:0px 0px 12px; text-align:start; -webkit-text-stroke-width:0px""><span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:auto""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:auto""><span style=""word-spacing:0px""><span style=""-webkit-text-size-adjust:auto""><sup>1</sup><span style=""font-size:8pt"">All loans, lines of credit and other financing are subject to credit approval. City National Bank residential mortgages and home equity lines of credit are not available in all states and are subject to other terms and conditions. Please ask us for more information about the states in which City National Bank lends. Banking products and services are provided by City National Bank, an affiliate of RBC Wealth Management, a division of RBC Capital Markets, LLC, Member NYSE/ FINRA/SIPC and are subject to City National Bank&rsquo;s terms and conditions. Products and services offered through City National Bank are not insured by SIPC.<br />
RBC Wealth Management employees may receive compensation from RBC for referring customers to City National Bank.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>

<p class=""subcopygray"" style=""margin:0px 0px 12px; text-align:start; -webkit-text-stroke-width:0px""><span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:auto""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:auto""><span style=""word-spacing:0px""><span style=""-webkit-text-size-adjust:auto"">CNB MEMBER FDIC cnb.com&nbsp;<span style=""font-size:8pt"">Equal Housing Lender, NMLSR #536994<br />
<br />
<img alt=""5204_icon.jpg"" data-filename=""5204_icon.jpg"" data-mediaid=""17461"" src=""https://mediahandler.broadridgeadvisor.com/media/17461/5204_icon.jpg"" style=""vertical-align:middle; border:0px; max-width:none; width:40px; height:47px"" /></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>","CUSTOM"
".com",".com","","<p class=""subcopygray"" style=""margin:0px 0px 12px; text-align:start; -webkit-text-stroke-width:0px""><span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:auto""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:auto""><span style=""word-spacing:0px""><span style=""-webkit-text-size-adjust:auto""><sup>1</sup><span style=""font-size:8pt"">All loans, lines of credit and other financing are subject to credit approval. City National Bank residential mortgages and home equity lines of credit are not available in all states and are subject to other terms and conditions. Please ask us for more information about the states in which City National Bank lends. Banking products and services are provided by City National Bank, an affiliate of RBC Wealth Management, a division of RBC Capital Markets, LLC, Member NYSE/ FINRA/SIPC and are subject to City National Bank&rsquo;s terms and conditions. Products and services offered through City National Bank are not insured by SIPC.<br />
RBC Wealth Management employees may receive compensation from RBC for referring customers to City National Bank.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>

<p class=""subcopygray"" style=""margin:0px 0px 12px; text-align:start; -webkit-text-stroke-width:0px""><span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:auto""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:auto""><span style=""word-spacing:0px""><span style=""-webkit-text-size-adjust:auto"">CNB MEMBER FDIC cnb.com&nbsp;<span style=""font-size:8pt"">Equal Housing Lender, NMLSR #536994<br />
<img alt=""5204_icon.jpg"" data-filename=""5204_icon.jpg"" data-mediaid=""17461"" src=""https://mediahandler.broadridgeadvisor.com/media/17461/5204_icon.jpg"" style=""vertical-align:middle; border:0px; max-width:none; width:40px; height:47px"" /></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>

<p class=""subcopygray"" style=""margin:0px 0px 12px; text-align:start; -webkit-text-stroke-width:0px"">&nbsp;</p>","CUSTOM"
".com",".com","","<p class=""subcopygray"" style=""margin:0px 0px 12px; text-align:start; -webkit-text-stroke-width:0px""><span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:auto""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:auto""><span style=""word-spacing:0px""><span style=""-webkit-text-size-adjust:auto""><sup>1</sup><span style=""font-size:8pt"">All loans, lines of credit and other financing are subject to credit approval. City National Bank residential mortgages and home equity lines of credit are not available in all states and are subject to other terms and conditions. Please ask us for more information about the states in which City National Bank lends. Banking products and services are provided by City National Bank, an affiliate of RBC Wealth Management, a division of RBC Capital Markets, LLC, Member NYSE/ FINRA/SIPC and are subject to City National Bank&rsquo;s terms and conditions. Products and services offered through City National Bank are not insured by SIPC.<br />
RBC Wealth Management employees may receive compensation from RBC for referring customers to City National Bank.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>

<p class=""subcopygray"" style=""margin:0px 0px 12px; text-align:start; -webkit-text-stroke-width:0px""><span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:auto""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:auto""><span style=""word-spacing:0px""><span style=""-webkit-text-size-adjust:auto"">CNB MEMBER FDIC cnb.com&nbsp;<span style=""font-size:8pt"">Equal Housing Lender, NMLSR #536994</span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>

<p class=""subcopygray"" style=""margin:0px 0px 12px; text-align:start; -webkit-text-stroke-width:0px""><br />
<span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:auto""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:auto""><span style=""word-spacing:0px""><span style=""-webkit-text-size-adjust:auto""><span style=""font-size:8pt""><img alt=""5204_icon.jpg"" data-filename=""5204_icon.jpg"" data-mediaid=""17461"" src=""https://mediahandler.broadridgeadvisor.com/media/17461/5204_icon.jpg"" style=""vertical-align:middle; border:0px; max-width:none; width:40px; height:47px"" /></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>

<p class=""subcopygray"" style=""margin:0px 0px 12px; text-align:start; -webkit-text-stroke-width:0px"">&nbsp;</p>","CUSTOM"
".com",".com","","<p class=""subcopygray"" style=""margin:0px 0px 12px; text-align:start; -webkit-text-stroke-width:0px""><span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:auto""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:auto""><span style=""word-spacing:0px""><span style=""-webkit-text-size-adjust:auto""><sup>1</sup><span style=""font-size:8pt"">All loans, lines of credit and other financing are subject to credit approval. City National Bank residential mortgages and home equity lines of credit are not available in all states and are subject to other terms and conditions. Please ask us for more information about the states in which City National Bank lends. Banking products and services are provided by City National Bank, an affiliate of RBC Wealth Management, a division of RBC Capital Markets, LLC, Member NYSE/ FINRA/SIPC and are subject to City National Bank&rsquo;s terms and conditions. Products and services offered through City National Bank are not insured by SIPC.<br />
RBC Wealth Management employees may receive compensation from RBC for referring customers to City National Bank.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>

<p class=""subcopygray"" style=""margin:0px 0px 12px; text-align:start; -webkit-text-stroke-width:0px""><span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:auto""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:auto""><span style=""word-spacing:0px""><span style=""-webkit-text-size-adjust:auto"">CNB MEMBER FDIC cnb.com&nbsp;<span style=""font-size:8pt"">Equal Housing Lender, NMLSR #536994</span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>

<p class=""subcopygray"" style=""margin:0px 0px 12px; text-align:start; -webkit-text-stroke-width:0px""><br />
<span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:auto""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:auto""><span style=""word-spacing:0px""><span style=""-webkit-text-size-adjust:auto""><span style=""font-size:8pt""><img alt=""5204_icon.jpg"" data-filename=""5204_icon.jpg"" data-mediaid=""17461"" src=""https://mediahandler.broadridgeadvisor.com/media/17461/5204_icon.jpg"" style=""vertical-align:middle; border:0px; max-width:none; width:40px; height:47px"" /></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>

<p class=""subcopygray"" style=""margin:0px 0px 12px; text-align:start; -webkit-text-stroke-width:0px"">&nbsp;</p>
","CUSTOM"
".com",".com","","<div class=""subcopygray"" style=""text-align:start; -webkit-text-stroke-width:0px""><span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-ligatures:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:2""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:2""><span style=""word-spacing:0px""><span style=""background-color:#ffffff""><span style=""text-decoration-style:initial""><span style=""text-decoration-color:initial"">Source:&nbsp;<a class=""leavingSite"" href=""https://www.forbes.com/forbes/welcome/?toURL=https://forbes.com/&amp;refURL=&amp;referrer="" style=""text-decoration:underline; color:#5b005b; padding-right:20px; background-image:url(&quot;mediahandler/media/812/externallink.gif&quot;); background-repeat:no-repeat; background-position:100% 0px"" target=""_blank"">Forbes.com</a>&nbsp;(Sept. 2017). &nbsp;America&rsquo;s Top Wealth Advisors ranking was developed by SHOOK Research and is based on in-person and telephone due&nbsp;diligence meetings and a ranking algorithm that includes: client retention, industry experience, review of compliance records, firm nominations; and quantitative criteria,&nbsp;including: assets under management and revenue generated for their firms. Investment performance is not a criterion because client objectives and risk tolerances vary, and&nbsp;advisors rarely have audited performance reports. Rankings are based on the opinions of SHOOK Research, LLC and not indicative of future performance or representative of&nbsp;any one client&rsquo;s experience. &nbsp;Neither Forbes nor SHOOK Research receives compensation in exchange for placement on the ranking. &nbsp;For more information:&nbsp;<a class=""leavingSite"" href=""https://shookresearch.com/"" style=""text-decoration:underline; color:#5b005b; padding-right:20px; background-image:url(&quot;mediahandler/media/812/externallink.gif&quot;); background-repeat:no-repeat; background-position:100% 0px"" target=""_blank"">www.SHOOKresearch.com</a>.&nbsp;</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></div>

<p>&nbsp;</p>

<div class=""subcopygray"" style=""text-align:start; -webkit-text-stroke-width:0px""><span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-ligatures:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:2""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:2""><span style=""word-spacing:0px""><span style=""background-color:#ffffff""><span style=""text-decoration-style:initial""><span style=""text-decoration-color:initial"">In 2016, the Forbes America&rsquo;s Top Wealth Advisors Award was based on information gathered regarding over 11,000 financial advisors. &nbsp;Of the financial advisors considered, 2% received the award. &nbsp;The Forbes Top 200 Financial Advisors award is based on the following criteria: seven years of experience, revenue trends, AUM, compliance records, industry experience and best practices learned through telephone and in-person interviews. &nbsp;This award does not evaluate the quality of services provided to clients and is not indicative of this advisor&rsquo;s future performance. &nbsp;The financial advisor does not pay a fee to be considered for or to receive this award.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></div>

<p>&nbsp;</p>

<div class=""subcopygray"" style=""text-align:start; -webkit-text-stroke-width:0px"">
<p style=""margin:0px""><span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-ligatures:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:2""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:2""><span style=""word-spacing:0px""><span style=""background-color:#ffffff""><span style=""text-decoration-style:initial""><span style=""text-decoration-color:initial"">The Barron&rsquo;s Top 1200 Financial Advisors Award is based on the following criteria: The individual is credentialed as a FINRA registered representative, assets under management, revenue produced for the firm, regulatory and compliance record. The financial advisor does not pay a fee to be considered for or to receive this award. This award does not evaluate the quality of services provided to clients. This is not indicative of this financial advisor&rsquo;s future performance.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>

<p style=""margin:0px"">&nbsp;</p>
</div>

<div class=""subcopygray"" style=""text-align:start; -webkit-text-stroke-width:0px"">
<p class=""Pa2"" style=""margin:0px 0px 3pt""><span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-ligatures:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:2""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:2""><span style=""word-spacing:0px""><span style=""background-color:#ffffff""><span style=""text-decoration-style:initial""><span style=""text-decoration-color:initial"">In 2016, the Barron&rsquo;s Top 1200 Financial Advisors Award was based on information gathered regarding over 3000 financial advisors. Of the financial advisors considered, 40% received this award. This represents less than 1% of all financial advisors registered with FINRA in 2016. The Barron&rsquo;s Top 1200 Financial Advisors Award is based on the following criteria: The individual is credentialed as a FINRA registered representative, assets under management, revenue produced for the firm, regulatory and compliance record. The financial advisor does not pay a fee to be considered for or to receive this award. This award does not evaluate the quality of services provided to clients. This is not indicative of this financial advisor&rsquo;s future performance.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>

<p class=""Pa2"" style=""margin:0px 0px 3pt"">&nbsp;</p>
</div>

<div class=""subcopygray"" style=""text-align:start; -webkit-text-stroke-width:0px"">
<p style=""margin:0px""><span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-ligatures:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:2""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:2""><span style=""word-spacing:0px""><span style=""background-color:#ffffff""><span style=""text-decoration-style:initial""><span style=""text-decoration-color:initial"">In 2015, the Barron&#39;s Top 1200 Financial Advisors Award was based on information gathered regarding over 2600 financial advisors. &nbsp;Of the financial advisors considered, 46% received this award.&nbsp;</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>

<p style=""margin:0px"">&nbsp;</p>
</div>

<div class=""subcopygray"" style=""text-align:start; -webkit-text-stroke-width:0px"">
<p style=""margin:0px""><span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-ligatures:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:2""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:2""><span style=""word-spacing:0px""><span style=""background-color:#ffffff""><span style=""text-decoration-style:initial""><span style=""text-decoration-color:initial"">In 2014, the Barron&rsquo;s Top 1200 Financial Advisors Award was based on information gathered regarding over 4000 financial advisors. Of the financial advisors considered, 30% received this award.&nbsp;</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>
</div>
","CUSTOM"
".com",".com","","<div class=""HomepageDisclosure graphicalRep zonecontent "" data-assettype=""HomepageDisclosure"" data-assettypeattributematrix=""1"" data-assettypeid=""2056"" data-assettypeownerid=""3297"" data-layoutzoneassettypeid=""2443"" style=""text-align:start; -webkit-text-stroke-width:0px"">
<div class=""subcopygray"">
<p style=""margin:0px""><span style=""font-size:13.04px""><span style=""color:#000000""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-ligatures:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:2""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:2""><span style=""word-spacing:0px""><span style=""background-color:#ffffff""><span style=""text-decoration-style:initial""><span style=""text-decoration-color:initial""><span style=""font-size:0.845em""><span style=""color:#595959"">Source:&nbsp;<a class=""leavingSite"" href=""http://forbes.com/"" style=""text-decoration:underline; color:#5b005b; padding-right:20px; background-image:url(&quot;mediahandler/media/812/externallink.gif&quot;); background-repeat:no-repeat; background-position:100% 0px"">Forbes.com</a>&nbsp;(February, 2017). &nbsp;America&rsquo;s Top Women Wealth Advisors ranking was developed by SHOOK Research and is based on in-person and telephone due&nbsp;diligence meetings and a ranking algorithm that includes: client retention, industry experience, review of compliance records, firm nominations; and quantitative criteria,&nbsp;including: assets under management and revenue generated for their firms. Investment performance is not a criterion because client objectives and risk tolerances vary, and&nbsp;advisors rarely have audited performance reports. Rankings are based on the opinions of SHOOK Research, LLC and not indicative of future performance or representative of&nbsp;any one client&rsquo;s experience. &nbsp;Neither Forbes nor SHOOK Research receives compensation in exchange for placement on the ranking. Approximately 7% of all applicants received this award. For more information:&nbsp;<a class=""leavingSite"" href=""http://www.shookresearch.com/"" style=""text-decoration:underline; color:#5b005b; padding-right:20px; background-image:url(&quot;mediahandler/media/812/externallink.gif&quot;); background-repeat:no-repeat; background-position:100% 0px"">www.SHOOKresearch.com</a>.&nbsp;</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>
</div>
</div>
","CUSTOM"
".com",".com","","<div class=""subcopygray"" style=""text-align:start; -webkit-text-stroke-width:0px""><span style=""font-size:0.845em""><span style=""color:#595959""><span style=""font-family:Verdana, Geneva, Arial, Helvetica, sans-serif""><span style=""font-style:normal""><span style=""font-variant-ligatures:normal""><span style=""font-variant-caps:normal""><span style=""font-weight:normal""><span style=""letter-spacing:normal""><span style=""orphans:2""><span style=""text-transform:none""><span style=""white-space:normal""><span style=""widows:2""><span style=""word-spacing:0px""><span style=""background-color:#ffffff""><span style=""text-decoration-style:initial""><span style=""text-decoration-color:initial"">Source:&nbsp;<a class=""leavingSite"" href=""https://www.forbes.com/forbes/welcome/?toURL=https://forbes.com/&amp;refURL=&amp;referrer="" style=""text-decoration:underline; color:#5b005b; padding-right:20px; background-image:url(&quot;mediahandler/media/812/externallink.gif&quot;); background-repeat:no-repeat; background-position:100% 0px"" target=""_blank"">Forbes.com</a>&nbsp;(Sept. 2017). &nbsp;America&rsquo;s Top Wealth Advisors ranking was developed by SHOOK Research and is based on in-person and telephone due&nbsp;diligence meetings and a ranking algorithm that includes: client retention, industry experience, review of compliance records, firm nominations; and quantitative criteria,&nbsp;including: assets under management and revenue generated for their firms. Investment performance is not a criterion because client objectives and risk tolerances vary, and&nbsp;advisors rarely have audited performance reports. Rankings are based on the opinions of SHOOK Research, LLC and not indicative of future performance or representative of&nbsp;any one client&rsquo;s experience. &nbsp;Neither Forbes nor SHOOK Research receives compensation in exchange for placement on the ranking. &nbsp;For more information:&nbsp;<a class=""leavingSite"" href=""https://shookresearch.com/"" style=""text-decoration:underline; color:#5b005b; padding-right:20px; background-image:url(&quot;mediahandler/media/812/externallink.gif&quot;); background-repeat:no-repeat; background-position:100% 0px"" target=""_blank"">www.SHOOKresearch.com</a>.&nbsp;</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></div>
","CUSTOM"
